ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,2.3 Aparcamiento. (Condicion IF ELSE),Teoria: T1.TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.3_Aparcamiento.%20%28Condicion-IF-ELSE%29/2.TEORIA/T1.TEORIA.pdf
,2.3 Aparcamiento. (Condicion IF ELSE),Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.3_Aparcamiento.%20%28Condicion-IF-ELSE%29/2.TEORIA/T2.VIDEO.mp4
,2.3 Aparcamiento. (Condicion IF ELSE),Practica: P1.CONSTRUCCION.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.3_Aparcamiento.%20%28Condicion-IF-ELSE%29/3.PRACTICAS/P1.CONSTRUCCION.html
,2.3 Aparcamiento. (Condicion IF ELSE),Practica: P2.1.EJEMPLO-REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.3_Aparcamiento.%20%28Condicion-IF-ELSE%29/3.PRACTICAS/P2.1.EJEMPLO-REAL.html
,2.3 Aparcamiento. (Condicion IF ELSE),Practica: P2.2.EJEMPLO-REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.3_Aparcamiento.%20%28Condicion-IF-ELSE%29/3.PRACTICAS/P2.2.EJEMPLO-REAL.html
,2.3 Aparcamiento. (Condicion IF ELSE),Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.3_Aparcamiento.%20%28Condicion-IF-ELSE%29/3.PRACTICAS/P3.BLOQUES.html
,2.3 Aparcamiento. (Condicion IF ELSE),Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.3_Aparcamiento.%20%28Condicion-IF-ELSE%29/3.PRACTICAS/P4.JUEGO.html
,2.4 Ozobot. (El color como lenguaje),Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.4_Ozobot.%20%28El-color-como-lenguaje%29/2.TEORIA/T0.DEBATE.pdf
,2.4 Ozobot. (El color como lenguaje),Teoria: T1.TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.4_Ozobot.%20%28El-color-como-lenguaje%29/2.TEORIA/T1.TEORIA.pdf
,2.4 Ozobot. (El color como lenguaje),Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.4_Ozobot.%20%28El-color-como-lenguaje%29/2.TEORIA/T2.VIDEO.mp4
,2.4 Ozobot. (El color como lenguaje),Practica: P1.CONSTRUCCION.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.4_Ozobot.%20%28El-color-como-lenguaje%29/3.PRACTICAS/P1.CONSTRUCCION.html
,2.4 Ozobot. (El color como lenguaje),Practica: P2.EJEMPLO-REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.4_Ozobot.%20%28El-color-como-lenguaje%29/3.PRACTICAS/P2.EJEMPLO-REAL.html
,2.4 Ozobot. (El color como lenguaje),Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.4_Ozobot.%20%28El-color-como-lenguaje%29/3.PRACTICAS/P3.BLOQUES.html
,2.4 Ozobot. (El color como lenguaje),Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.4_Ozobot.%20%28El-color-como-lenguaje%29/3.PRACTICAS/P4.JUEGO.html
,2.5 Camara seguridad. (Variable simple),Teoria: T0.DEBATE.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.5_Camara-seguridad.%20%28Variable-simple%29/2.TEORIA/T0.DEBATE.pdf
,2.5 Camara seguridad. (Variable simple),Teoria: T1.TEORIA.pdf,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.5_Camara-seguridad.%20%28Variable-simple%29/2.TEORIA/T1.TEORIA.pdf
,2.5 Camara seguridad. (Variable simple),Teoria: T2.VIDEO.mp4,Consulta este material de teoria.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.5_Camara-seguridad.%20%28Variable-simple%29/2.TEORIA/T2.VIDEO.mp4
,2.5 Camara seguridad. (Variable simple),Practica: P1.CONSTRUCCIÓN.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.5_Camara-seguridad.%20%28Variable-simple%29/3.PRACTICAS/P1.CONSTRUCCI%C3%93N.html
,2.5 Camara seguridad. (Variable simple),Practica: P2.EJEMPLO-REAL.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.5_Camara-seguridad.%20%28Variable-simple%29/3.PRACTICAS/P2.EJEMPLO-REAL.html
,2.5 Camara seguridad. (Variable simple),Practica: P3.BLOQUES.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.5_Camara-seguridad.%20%28Variable-simple%29/3.PRACTICAS/P3.BLOQUES.html
,2.5 Camara seguridad. (Variable simple),Practica: P4.JUEGO.html,Abre este simulador interactivo.,https://javiercursocorreo-gif.github.io/Curso-Robotica/BLOQUE-2_Sensores-y-Decisiones/2.5_Camara-seguridad.%20%28Variable-simple%29/3.PRACTICAS/P4.JUEGO.html
